"unique_id"|"competitor_name"|"store_name"|"store_addressline1"|"store_addressline2"|"store_suburb"|"store_state"|"store_postcode"|"store_addressid"|"extraction_date"|"product_name"|"brand"|"brand_type"|"grammage_quantity"|"grammage_unit"|"drained_weight"|"producthierarchy_level1"|"producthierarchy_level2"|"producthierarchy_level3"|"producthierarchy_level4"|"producthierarchy_level5"|"producthierarchy_level6"|"producthierarchy_level7"|"regular_price"|"selling_price"|"price_was"|"promotion_price"|"promotion_valid_from"|"promotion_valid_upto"|"promotion_type"|"percentage_discount"|"promotion_description"|"package_sizeof_sellingprice"|"per_unit_sizedescription"|"price_valid_from"|"price_per_unit"|"multi_buy_item_count"|"multi_buy_items_price_total"|"currency"|"breadcrumb"|"pdp_url"|"variants"|"product_description"|"instructions"|"storage_instructions"|"preparationinstructions"|"instructionforuse"|"country_of_origin"|"allergens"|"age_of_the_product"|"age_recommendations"|"flavour"|"nutritions"|"nutritional_information"|"vitamins"|"labelling"|"grade"|"region"|"packaging"|"receipies"|"processed_food"|"barcode"|"frozen"|"chilled"|"organictype"|"cooking_part"|"handmade"|"max_heating_temperature"|"special_information"|"label_information"|"dimensions"|"special_nutrition_purpose"|"feeding_recommendation"|"warranty"|"color"|"model_number"|"material"|"usp"|"dosage_recommendation"|"tasting_note"|"food_preservation"|"size"|"rating"|"review"|"file_name_1"|"image_url_1"|"file_name_2"|"image_url_2"|"file_name_3"|"image_url_3"|"file_name_4"|"image_url_4"|"file_name_5"|"image_url_5"|"file_name_6"|"image_url_6"|"competitor_product_key"|"fit_guide"|"occasion"|"material_composition"|"style"|"care_instructions"|"heel_type"|"heel_height"|"upc"|"features"|"dietary_lifestyle"|"manufacturer_address"|"importer_address"|"distributor_address"|"vinification_details"|"recycling_information"|"return_address"|"alchol_by_volume"|"beer_deg"|"netcontent"|"netweight"|"site_shown_uom"|"ingredients"|"random_weight_flag"|"instock"|"promo_limit"|"product_unique_key"|"multibuy_items_pricesingle"|"perfect_match"|"servings_per_pack"|"warning"|"suitable_for"|"standard_drinks"|"environmental"|"grape_variety"|"retail_limit"
"31421"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"RODEO energiedrank blik"|"RODEO"|""|"50"|"cl"|""|"Dranken"|"Frisdrank"|"Energydrinks"|"RODEO energiedrank blik"|""|""|""|"0.89"|"0.89"|""|""|""|""|""|""|""|""|""|""|"1.78"|""|""|"EUR"|"Dranken > Frisdrank > Energydrinks > RODEO energiedrank blik"|"https://www.colruyt.be/nl/producten/31421"|""|"Energiedrank, Taurine/Cafeïne"|""|""|""|""|"NEDERLAND"|"Sulfieten"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/11/80/asset-1581180.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"50cl"|""|""|"True"|""|"31421P"|""|""|""|""|""|""|""|""|""
"8363"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"SCHWEPPES Indian tonic"|"SCHWEPPES"|""|"33"|"cl"|""|"Dranken"|"Frisdrank"|"Tonic"|"SCHWEPPES Indian tonic"|""|""|""|"0.96"|"0.96"|""|""|""|""|""|""|""|""|""|""|"2.94"|""|""|"EUR"|"Dranken > Frisdrank > Tonic > SCHWEPPES Indian tonic"|"https://www.colruyt.be/nl/producten/8363"|""|"Bruisend, Bevat kinine"|""|""|""|""|"FRANKRIJK"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/80/05/asset-3908005.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33cl"|""|""|"True"|""|"8363P"|""|""|""|""|""|""|""|""|""
"5322"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"FANTA Zero Sugar Orange"|"FANTA"|""|"1,5"|"L"|""|"Dranken"|"Frisdrank"|"Bruisende limonade"|"Bruisende limonade sinaas"|"FANTA Zero Sugar Orange"|""|""|"2.25"|"2.25"|""|""|"11-03-2026"|"24-03-2026"|""|""|""|""|""|"11-03-2026"|"1.5"|""|""|"EUR"|"Dranken > Frisdrank > Bruisende limonade > Bruisende limonade sinaas > FANTA Zero Sugar Orange"|"https://www.colruyt.be/nl/producten/5322"|""|"Smaak: sinaasappel, Bruisend, Met zoetstoffen"|""|""|""|""|"BELGIË"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/74/83/asset-3497483.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1,5L"|""|""|"True"|""|"5322P"|""|""|""|""|""|""|""|""|""
"12686"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"BONI Limonade Orange Zero"|"BONI"|""|"50"|"cl"|""|"Dranken"|"Frisdrank"|"Bruisende limonade"|"Bruisende limonade sinaas"|"BONI Limonade Orange Zero"|""|""|"0.48"|"0.48"|""|""|""|""|""|""|""|""|""|""|"0.97"|""|""|"EUR"|"Dranken > Frisdrank > Bruisende limonade > Bruisende limonade sinaas > BONI Limonade Orange Zero"|"https://www.colruyt.be/nl/producten/12686"|""|"Bruisende limonade, Smaak: sinaasappel, Met zoetstoffen"|""|""|""|""|"BELGIË"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/56/28/asset-3995628.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"50cl"|""|""|"True"|""|"12686P"|""|""|""|""|""|""|""|""|""
"5160"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"AQUARIUS Daily Hydration Lemon"|"AQUARIUS"|""|"50"|"cl"|""|"Dranken"|"Frisdrank"|"Sportdrinks"|"AQUARIUS Daily Hydration Lemon"|""|""|""|"1.64"|"1.64"|""|""|"11-03-2026"|"24-03-2026"|""|""|""|""|""|"11-03-2026"|"3.28"|""|""|"EUR"|"Dranken > Frisdrank > Sportdrinks > AQUARIUS Daily Hydration Lemon"|"https://www.colruyt.be/nl/producten/5160"|""|"Smaak: citroen"|""|""|""|""|"BELGIË"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/38/04/asset-3243804.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"50cl"|""|""|"True"|""|"5160P"|""|""|""|""|""|""|""|""|""
"4863"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"SAN PELLEGRINO Melograno & Arancia"|"SAN PELLEGRINO"|""|"33"|"cl"|""|"Dranken"|"Frisdrank"|"Bruisende limonade"|"Bruisende limonade andere smaken"|"SAN PELLEGRINO Melograno & Arancia"|""|""|"1.09"|"1.09"|""|""|""|""|""|""|""|""|""|""|"3.31"|""|""|"EUR"|"Dranken > Frisdrank > Bruisende limonade > Bruisende limonade andere smaken > SAN PELLEGRINO Melograno & Arancia"|"https://www.colruyt.be/nl/producten/4863"|""|"Bruisende limonade, Smaak: granaatappel, en sinaasappel"|""|""|""|""|"ITALIË"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/nl_be/08/62/asset-3920862.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33cl"|""|""|"True"|""|"4863P"|""|""|""|""|""|""|""|""|""
"24636"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"TÖNISSTEINER limonade Exotic Fit"|"TÖNISSTEINER"|""|"33"|"cl"|""|"Dranken"|"Frisdrank"|"Bruisende limonade"|"Bruisende limonade andere smaken"|"TÖNISSTEINER limonade Exotic Fit"|""|""|"1.09"|"1.09"|""|""|""|""|""|""|"1.05 vanaf 24 st"|""|""|""|"3.31"|""|""|"EUR"|"Dranken > Frisdrank > Bruisende limonade > Bruisende limonade andere smaken > TÖNISSTEINER limonade Exotic Fit"|"https://www.colruyt.be/nl/producten/24636"|""|"Bruisende limonade"|""|""|""|""|"DUITSLAND"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/88/71/asset-3948871.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33cl"|""|""|"True"|""|"24636P"|""|""|""|""|""|""|""|""|""
"5367"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"SCHWEPPES Agrum'"|"SCHWEPPES"|""|"33"|"cl"|""|"Dranken"|"Frisdrank"|"Bruisende limonade"|"Bruisende limonade andere smaken"|"SCHWEPPES Agrum'"|""|""|"0.74"|"0.74"|""|""|"11-03-2026"|"24-03-2026"|""|""|""|""|""|"11-03-2026"|"2.27"|""|""|"EUR"|"Dranken > Frisdrank > Bruisende limonade > Bruisende limonade andere smaken > SCHWEPPES Agrum'"|"https://www.colruyt.be/nl/producten/5367"|""|"Smaak: citrus, Bruisend, Suiker,zoetstoffen"|""|""|""|""|"FRANKRIJK"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/79/94/asset-3907994.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33cl"|""|""|"True"|""|"5367P"|""|""|""|""|""|""|""|""|""
"18969"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"CAPRI-SUN Multivitamin"|"CAPRI-SUN"|""|"10x20"|"cl"|""|"Dranken"|"Frisdrank"|"Niet-bruisende limonades"|"CAPRI-SUN Multivitamin"|""|""|""|"4.49"|"4.49"|""|""|""|""|""|""|""|""|""|""|"2.0"|""|""|"EUR"|"Dranken > Frisdrank > Niet-bruisende limonades > CAPRI-SUN Multivitamin"|"https://www.colruyt.be/nl/producten/18969"|""|"Multivruchtendrank, Uit sapconcentraat, Met 12 % vruchten, Zonder pulp"|""|""|""|""|"DUITSLAND"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/94/57/asset-3869457.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"10x20cl"|""|""|"True"|""|"18969P"|""|""|""|""|""|""|""|""|""
"40647"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"BONI Agrum' zero"|"BONI"|""|"1,5"|"L"|""|"Dranken"|"Frisdrank"|"Bruisende limonade"|"Bruisende limonade andere smaken"|"BONI Agrum' zero"|""|""|"0.99"|"0.99"|""|""|""|""|""|""|""|""|""|""|"0.66"|""|""|"EUR"|"Dranken > Frisdrank > Bruisende limonade > Bruisende limonade andere smaken > BONI Agrum' zero"|"https://www.colruyt.be/nl/producten/40647"|""|"Smaak: citrus, Bruisend, Met zoetstoffen"|""|""|""|""|"BELGIË"|"Vis"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/72/56/asset-3417256.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1,5L"|""|""|"True"|""|"40647P"|""|""|""|""|""|""|""|""|""
"16209"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"FUZE TEA Black Tea Peach-Hibiscus"|"FUZE TEA"|""|"40"|"cl"|""|"Dranken"|"Frisdrank"|"Iced tea"|"Niet-bruisende Iced tea"|"FUZE TEA Black Tea Peach-Hibiscus"|""|""|"1.29"|"1.29"|""|""|""|""|""|""|""|""|""|""|"3.23"|""|""|"EUR"|"Dranken > Frisdrank > Iced tea > Niet-bruisende Iced tea > FUZE TEA Black Tea Peach-Hibiscus"|"https://www.colruyt.be/nl/producten/16209"|""|"Smaak: perzik, hibiscus, Niet-bruisend"|""|""|""|""|"FRANKRIJK"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/51/92/asset-3935192.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"40cl"|""|""|"True"|""|"16209P"|""|""|""|""|""|""|""|""|""
"18483"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"BONI Rode vruchten niet-bruisend"|"BONI"|""|"1,5"|"L"|""|"Dranken"|"Frisdrank"|"Niet-bruisende limonades"|"BONI Rode vruchten niet-bruisend"|""|""|""|"1.27"|"1.27"|""|""|""|""|""|""|""|""|""|""|"0.85"|""|""|"EUR"|"Dranken > Frisdrank > Niet-bruisende limonades > BONI Rode vruchten niet-bruisend"|"https://www.colruyt.be/nl/producten/18483"|""|"Limonade, Niet-bruisend, Smaak: rode, vruchten"|""|""|""|""|"FRANKRIJK"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/85/81/asset-3328581.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1,5L"|""|""|"True"|""|"18483P"|""|""|""|""|""|""|""|""|""
"38369"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"OASIS MINI Appel-zwarte bes-framb."|"OASIS MINI"|""|"25"|"cl"|""|"Dranken"|"Frisdrank"|"Niet-bruisende limonades"|"OASIS MINI Appel-zwarte bes-framb."|""|""|""|"0.96"|"0.96"|""|""|""|""|""|""|""|""|""|""|"3.86"|""|""|"EUR"|"Dranken > Frisdrank > Niet-bruisende limonades > OASIS MINI Appel-zwarte bes-framb."|"https://www.colruyt.be/nl/producten/38369"|""|"Limonade, Niet bruisend, Smaak: zwarte bes, appel, framboos"|""|""|""|""|"BELGIË"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/nl_be/01/63/asset-3270163.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"25cl"|""|""|"True"|""|"38369P"|""|""|""|""|""|""|""|""|""
"43844"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"FANTA Lemon"|"FANTA"|""|"33"|"cl"|""|"Dranken"|"Frisdrank"|"Bruisende limonade"|"Bruisende limonade citroen/limoen"|"FANTA Lemon"|""|""|"0.94"|"0.94"|""|""|""|""|""|""|""|""|""|""|"2.88"|""|""|"EUR"|"Dranken > Frisdrank > Bruisende limonade > Bruisende limonade citroen/limoen > FANTA Lemon"|"https://www.colruyt.be/nl/producten/43844"|""|"Smaak: citroen, Bruisend"|""|""|""|""|"BELGIË"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/72/53/asset-3497253.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33cl"|""|""|"True"|""|"43844P"|""|""|""|""|""|""|""|""|""
"5165"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"PEPSI Zero Sugar Cola Lemon"|"PEPSI"|""|"33"|"cl"|""|"Dranken"|"Frisdrank"|"Cola"|"Zero/Light"|"PEPSI Zero Sugar Cola Lemon"|""|""|"0.83"|"0.83"|""|""|""|""|""|""|"0.799 vanaf 24 st"|""|""|""|"2.52"|""|""|"EUR"|"Dranken > Frisdrank > Cola > Zero/Light > PEPSI Zero Sugar Cola Lemon"|"https://www.colruyt.be/nl/producten/5165"|""|"Frisdrank, Cola, Met zoetstoffen"|""|""|""|""|"EUROPA"|"Sulfieten"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/25/66/asset-3432566.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33cl"|""|""|"True"|""|"5165P"|""|""|""|""|""|""|""|""|""
"5327"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"PEPSI cola"|"PEPSI"|""|"33"|"cl"|""|"Dranken"|"Frisdrank"|"Cola"|"Regular/Origna Taste"|"PEPSI cola"|""|""|"0.69"|"0.69"|""|""|""|""|""|""|"0.671 vanaf 8 st"|""|""|""|"2.12"|""|""|"EUR"|"Dranken > Frisdrank > Cola > Regular/Origna Taste > PEPSI cola"|"https://www.colruyt.be/nl/producten/5327"|""|"Frisdrank, Cola"|""|""|""|""|"EUROPA"|"Sulfieten"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/48/70/asset-3424870.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33cl"|""|""|"True"|""|"5327P"|""|""|""|""|""|""|""|""|""
"5139"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"OASIS Tropical"|"OASIS"|""|"2"|"L"|""|"Dranken"|"Frisdrank"|"Niet-bruisende limonades"|"OASIS Tropical"|""|""|""|"3.11"|"3.11"|""|""|"11-03-2026"|"24-03-2026"|""|""|""|""|""|"11-03-2026"|"1.56"|""|""|"EUR"|"Dranken > Frisdrank > Niet-bruisende limonades > OASIS Tropical"|"https://www.colruyt.be/nl/producten/5139"|""|"Limonade, Niet-bruisend, Smaak: multivruchten"|""|""|""|""|"FRANKRIJK"|"Sulfieten"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/58/50/asset-3915850.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2L"|""|""|"True"|""|"5139P"|""|""|""|""|""|""|""|""|""
"6552"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"BONI Tropical pouch"|"BONI"|""|"10x20"|"cl"|""|"Dranken"|"Frisdrank"|"Niet-bruisende limonades"|"BONI Tropical pouch"|""|""|""|"2.85"|"2.85"|""|""|""|""|""|""|""|""|""|""|"1.43"|""|""|"EUR"|"Dranken > Frisdrank > Niet-bruisende limonades > BONI Tropical pouch"|"https://www.colruyt.be/nl/producten/6552"|""|"Multivruchtendrank, Niet-bruisend, Uit sapconcentraat, Zonder pulp"|""|""|""|""|"DUITSLAND"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/71/74/asset-4057174.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"10x20cl"|""|""|"True"|""|"6552P"|""|""|""|""|""|""|""|""|""
"5233"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"BONI Limonade citroen"|"BONI"|""|"50"|"cl"|""|"Dranken"|"Frisdrank"|"Bruisende limonade"|"Bruisende limonade citroen/limoen"|"BONI Limonade citroen"|""|""|"0.34"|"0.34"|""|""|""|""|""|""|""|""|""|""|"0.7"|""|""|"EUR"|"Dranken > Frisdrank > Bruisende limonade > Bruisende limonade citroen/limoen > BONI Limonade citroen"|"https://www.colruyt.be/nl/producten/5233"|""|"Smaak: citroen, Bruisend, Suiker"|""|""|""|""|"BELGIË"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/71/49/asset-3857149.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"50cl"|""|""|"True"|""|"5233P"|""|""|""|""|""|""|""|""|""
"16048"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"TÖNISSTEINER limonade Pink Fit"|"TÖNISSTEINER"|""|"33"|"cl"|""|"Dranken"|"Frisdrank"|"Bruisende limonade"|"Bruisende limonade andere smaken"|"TÖNISSTEINER limonade Pink Fit"|""|""|"1.09"|"1.09"|""|""|""|""|""|""|"1.05 vanaf 24 st"|""|""|""|"3.31"|""|""|"EUR"|"Dranken > Frisdrank > Bruisende limonade > Bruisende limonade andere smaken > TÖNISSTEINER limonade Pink Fit"|"https://www.colruyt.be/nl/producten/16048"|""|""|""|""|""|""|"DUITSLAND"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/16/34/asset-3861634.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33cl"|""|""|"True"|""|"16048P"|""|""|""|""|""|""|""|""|""
"39521"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"TROPICO Original sinaas-ananas"|"TROPICO"|""|"33"|"cl"|""|"Dranken"|"Frisdrank"|"Niet-bruisende limonades"|"TROPICO Original sinaas-ananas"|""|""|""|"0.99"|"0.99"|""|""|""|""|""|""|"0.95 vanaf 24 st"|""|""|""|"3.0"|""|""|"EUR"|"Dranken > Frisdrank > Niet-bruisende limonades > TROPICO Original sinaas-ananas"|"https://www.colruyt.be/nl/producten/39521"|""|"Smaak: multivruchten, Niet-bruisend"|""|""|""|""|"BELGIË"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/21/33/asset-1852133.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33cl"|""|""|"True"|""|"39521P"|""|""|""|""|""|""|""|""|""
"14840"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"TÖNISSTEINER Red Orange"|"TÖNISSTEINER"|""|"33"|"cl"|""|"Dranken"|"Frisdrank"|"Bruisende limonade"|"Bruisende limonade sinaas"|"TÖNISSTEINER Red Orange"|""|""|"1.05"|"1.05"|""|""|""|""|""|""|"1.01 vanaf 24 st"|""|""|""|"3.19"|""|""|"EUR"|"Dranken > Frisdrank > Bruisende limonade > Bruisende limonade sinaas > TÖNISSTEINER Red Orange"|"https://www.colruyt.be/nl/producten/14840"|""|""|""|""|""|""|"DUITSLAND"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/79/90/asset-3907990.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33cl"|""|""|"True"|""|"14840P"|""|""|""|""|""|""|""|""|""
"5213"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"SCHWEPPES Zero Agrum'"|"SCHWEPPES"|""|"33"|"cl"|""|"Dranken"|"Frisdrank"|"Bruisende limonade"|"Bruisende limonade andere smaken"|"SCHWEPPES Zero Agrum'"|""|""|"0.74"|"0.74"|""|""|"11-03-2026"|"24-03-2026"|""|""|""|""|""|"11-03-2026"|"2.27"|""|""|"EUR"|"Dranken > Frisdrank > Bruisende limonade > Bruisende limonade andere smaken > SCHWEPPES Zero Agrum'"|"https://www.colruyt.be/nl/producten/5213"|""|"Smaak: pompelmoes, limoen, mandarijn, Bruisend, Met zoetstoffen"|""|""|""|""|"SPANJE"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/79/98/asset-3907998.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33cl"|""|""|"True"|""|"5213P"|""|""|""|""|""|""|""|""|""
"39149"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"CARA NRG Regular blik"|"CARA"|""|"25"|"cl"|""|"Dranken"|"Frisdrank"|"Energydrinks"|"CARA NRG Regular blik"|""|""|""|"0.28"|"0.28"|""|""|""|""|""|""|""|""|""|""|"1.16"|""|""|"EUR"|"Dranken > Frisdrank > Energydrinks > CARA NRG Regular blik"|"https://www.colruyt.be/nl/producten/39149"|""|""|""|""|""|""|"NEDERLAND"|"Sulfieten"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/09/75/asset-3920975.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"25cl"|""|""|"True"|""|"39149P"|""|""|""|""|""|""|""|""|""
"16626"|"colruyt"|""|""|""|""|""|""|""|"2026-03-13"|"AA DRINK High Energy Orange"|"AA DRINK"|""|"50"|"cl"|""|"Dranken"|"Frisdrank"|"Sportdrinks"|"AA DRINK High Energy Orange"|""|""|""|"1.19"|"1.19"|""|""|""|""|""|""|"1.14 vanaf 24 st"|""|""|""|"2.38"|""|""|"EUR"|"Dranken > Frisdrank > Sportdrinks > AA DRINK High Energy Orange"|"https://www.colruyt.be/nl/producten/16626"|""|"Sportdrank"|""|""|""|""|"NEDERLAND"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://static.colruytgroup.com/images/500x500/std.lang.all/89/07/asset-2148907.jpg"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"50cl"|""|""|"True"|""|"16626P"|""|""|""|""|""|""|""|""|""
