company_name~|~manufacturer_name~|~brand_name~|~manufacturer_part_number~|~vendor_seller_part_number~|~item_name~|~full_product_description~|~price~|~country_of_origin~|~unit_of_issue~|~qty_per_uoi~|~upc~|~model_number~|~product_category~|~url~|~availability~|~date_crawled~|~lead_time~|~rohs_reach~|~stock_on_hand
Restockit~|~Genuine Joe~|~Genuine Joe~|~GJO70012~|~GJO70012~|~Genuine Joe High Density Clear Trash Bags, 33 Gallon, Case of 500 (GJO70012)~|~High-density trash bags are made with puncture-resistant, high-density resin. Ideal for office waste. Star-bottom construction is designed for more even distribution of contents. Coreless, small-count rolls keep bags at your fingertips and can be easily stored.~|~50.49~|~~|~Case~|~500~|~035255700122~|~~|~Cleaning Supplies > Can Liners and Trash Cans > Can Liners > Commercial Can Liners~|~https://www.restockit.com/products/genuine-joe-high-density-clear-trash-bags-num-gjo70012~|~In stock~|~2026-04-20~|~~|~~|~83
Restockit~|~Boardwalk~|~Boardwalk~|~BWK6400~|~BWK6400~|~Boardwalk Bulk 6400 Two Ply Bulk Center Pull Paper Towels (BWK6400)~|~Boardwalk makes some of the best center pull paper towels on the market, and with products like these, they have emerged as a strong competitor to household paper towel brands. These two ply towels are strong, and are a clean looking white, making them a great choice for areas where customers or clients will need paper towels. Just because these towels are white instead of a natural brown doesn't mean they're bad for the environment, quite the opposite actually. These recycled paper towels meet EPA guidelines for post consumer waste fiber, with a post consumer content of 55%. These are some of the most environmentally friendly recycled paper towels you'll find anywhere, which is why they are a special ReStockIt.com 'green product'. These paper towels are a strong two ply towel that are perforated to help reduce jams and streaming out of your center pull paper towels dispenser. At this great value, you're going to get 6 (six), 600 sheet rolls in every case.These~|~26.95~|~~|~Roll~|~6~|~749507064008~|~~|~Cleaning Supplies > Paper Products and Dispensers > Paper Towels > Centerpull Paper Towels~|~https://www.restockit.com/products/boardwalk-bulk-6400-two-ply-bulk-center-pull-paper-towels-num-bwk6400~|~In stock~|~2026-04-20~|~~|~~|~4938
Restockit~|~enMotion~|~enMotion~|~59491~|~59491~|~enMotion Stainless Steel Recessed Trash Receptacle for 16" Cavities (59491)~|~Higher capacity (11 Gallon vs. 9.6) trash receptacle for the Georgia-Pacific Recessed Towel Dispensers is specifically engineered for facilities with 16" cavities. This trash receptacle is ideal for new facilities or renovations. Stainless steel design complements any decor to enhance the image of any facility and is ADA compliant helping provide a total solution. *Due to space limitations when the studs are 12, the high capacity trash receptacle cannot be used - see 59471.~|~600.59~|~~|~Each~|~1~|~073310594910~|~~|~Cleaning Supplies > Can Liners and Trash Cans > Trash Cans > Indoor Trash Cans~|~https://www.restockit.com/products/enmotion-stainless-steel-recessed-trash-receptacle-for-16-cavities-num-59491~|~Out of stock~|~2026-04-20~|~~|~~|~
Restockit~|~Boardwalk~|~Boardwalk~|~BWK6145~|~BWK6145~|~Boardwalk Bathroom Tissue, Standard, Septic Safe, 2-Ply, White, 4 x 3, 500 Sheets/Roll, 96/Carton (BWK6145)~|~This bulk toilet paper is perfect for stocking public or office restrooms. Even though you're buying the product as wholesale toilet paper, each roll comes individually wrapped. This makes the product not only a sanitary option, but also the perfect solution for stocking washrooms with individual storage for toilet paper. At ReStockIt.com, we make sure that people can tell what they're paying for when they decide to buy bulk toilet paper. That is why the products which qualify as being recycled or environmentally friendly, are marked with our 'green product' guarantee, like this great toilet paper from Boardwalk. If you're stocking busy washrooms, you know how fast you can burn through toilet paper. Don't let this consumable cost become a burden on your books. Instead, use the wholesale toilet paper options at ReStockIt.com to keep your bathroom shelves stocked affordably. Get the same great quality toilet tissue that you would buy retail at the best wholesale prices.~|~48.95~|~~|~Case~|~96~|~749507985136~|~~|~Cleaning Supplies > Paper Products and Dispensers > Toilet Paper > Regular Roll Toilet Paper~|~https://www.restockit.com/products/boardwalk-bathroom-tissue-num-bwk6145~|~In stock~|~2026-04-20~|~~|~~|~6533
Restockit~|~Boardwalk~|~Boardwalk~|~BWK6144~|~BWK6144~|~Boardwalk 2-Ply Toilet Tissue, Septic Safe, White, 400 Sheets/Roll, 96 Rolls/Carton (BWK6144)~|~Quality, durable toilet tissue thats soft and absorbent, yet available at an economical price. Two-ply, durable, embossed white tissue on a standard size perforated roll. Individually wrapped for maximum cleanliness and safety. Ideal for use in any industrial, office, restaurant, or retail bathroom where standard size rolls are used. Fits within standard size toilet-roll paper holder or dispenser.~|~43.69~|~~|~Case~|~96~|~749507989400~|~~|~Cleaning Supplies > Paper Products and Dispensers > Toilet Paper > Regular Roll Toilet Paper~|~https://www.restockit.com/products/boardwalk-2-ply-toilet-tissue-num-bwk6144~|~In stock~|~2026-04-20~|~~|~~|~2806
Restockit~|~Advantus~|~Advantus~|~AVT01500~|~AVT01500~|~Advantus Grip-A-Strip Display Rail, 9 x 1 1/2, Aluminum Finish (AVT01500)~|~Grip-A-Strip display rail is a streamlined alternative to bulletin boards for organizing important papers. Holds non-laminated documents up to 1/8" thick with a system of interlocking rollers, without the need of tacks, pins or tape. Just push papers into Grip-A-Stripthey stay put! Lift up and out to remove. Won't damage artwork. Install with tape or mounting brackets (included). Sizes listed are approximate.~|~9.25~|~~|~Each~|~1~|~091141015008~|~~|~Office Supplies > Presentation Supplies and Boards > Bulletin and Cork Boards~|~https://www.restockit.com/products/advantus-grip-a-strip-display-rail-num-avt01500~|~Out of stock~|~2026-04-20~|~~|~~|~0
Restockit~|~Parker~|~Parker~|~PAR2076052~|~PAR2076052~|~Parker Jotter Retractable Ballpoint Pen, Medium 0.7 mm, Blue Ink/Barrel (PAR2076052)~|~Instantly noticed, Jotter stands as an authentic design icon of the last 60 years. With covetable colors and a distinctive shape, Jotter remains Parker's most popular pen, recognizable down to its signature click.~|~10.54~|~~|~Each~|~1~|~~|~~|~Office Supplies > Pens, Writing and Correction > Pens > Ballpoint Retractable Pens~|~https://www.restockit.com/products/parker-jotter-retractable-ballpoint-pen-num-par2076052~|~Only 12 left. Order soon!~|~2026-04-20~|~~|~~|~12
Restockit~|~Innovative Storage Designs~|~Innovative Storage Designs~|~AVT55797~|~AVT55797~|~Innovative Storage Designs Extra-Capacity 28" File Tote, Letter Files, 23.25" x 14.25" x 10.63", Clear/Navy (AVT55797)~|~Smart cover design makes stacking simple and provides a secure closure. Lid opens from either side for easy access or can be removed for full access. Molded handles for easy carrying. Holds letter-size hanging file folders (sold separately).~|~38.64~|~~|~Each~|~1~|~024591557972~|~~|~Office Supplies > Binders, File Folders and Accessories > Filing Boxes~|~https://www.restockit.com/products/advantus-extra-capacity-28-file-tote-num-avt55797~|~In stock~|~2026-04-20~|~~|~~|~259
Restockit~|~WypAll~|~WypAll~|~35015KIM~|~35015KIM~|~WypAll X50 Cloths, Jumbo Roll, 13.4 x 9.8, White, 1,100/Roll (35015KIM)~|~WypAll X50 Reusable Wipes are an excellent choice for economy and function. X50s are the WypAll Brand's most economical extended use wiper, combining versatile performance with value design for light duty tasks. They feature HydroKnit technology, which gives them strength and durability, so they are a great choice for the manufacturing, industrial, commercial, automotive and transportation industries. If you need durable wiping capabilities at a value price, WypAll X50 Reusable Wipes are a smart choice.~|~67.29~|~~|~Box~|~1100~|~036000350159~|~~|~Cleaning Supplies > Wipers~|~https://www.restockit.com/products/kimberly-clark-wypall-x50-wipers-num-kcc35015~|~In stock~|~2026-04-20~|~~|~~|~447
Restockit~|~LYSOL Brand~|~LYSOL Brand~|~RAC88786EA~|~RAC88786EA~|~LYSOL Brand Clean and Fresh Multi-Surface Cleaner, Lavender and Orchid Essence, 144 oz Bottle (RAC88786EA) (RAC88786EA)~|~Approved to kill germs and odor-causing bacteria even when diluted. Kills 99.9% of viruses and bacteria on hard, non-porous surfaces when used as directed. Cuts through tough grease and grime. For use on floors, countertops, washable walls, door knobs, showers, bathtubs, diaper pails, toilet bowl exteriors and appliance exteriors.~|~15.95~|~~|~Each~|~1~|~036241887865~|~~|~Cleaning Supplies > Cleaning Chemicals > All Purpose Cleaners~|~https://www.restockit.com/products/lysol-clean-and-fresh-multi-surface-cleaner-num-rac88786ea~|~In stock~|~2026-04-20~|~~|~~|~2457
Restockit~|~Eastsport~|~Eastsport~|~EST113960BJBLK~|~EST113960BJBLK~|~Eastsport Mesh Backpack, 12 x 5 1/2 x 17 1/2, Black (EST113960BJBLK)~|~Features a spacious main compartment big enough to fit a laptop up to 17". Smaller front mesh pocket on the front and two side pockets for water bottles. Padded, adjustable shoulder straps.~|~17.36~|~~|~Each~|~1~|~091074071652~|~~|~Office Supplies > School Supplies > Backpacks~|~https://www.restockit.com/products/eastsport-mesh-backpack-num-est113960bjblk~|~Out of stock~|~2026-04-20~|~~|~~|~0
Restockit~|~Betco~|~Betco~|~BET606B500~|~BET606B500~|~Betco Untouchable Floor Finish with SRT, 5 gal Bag-in-Box (BET606B500)~|~Untouchable with Scuff Resistant Technology (SRT) is a low odor, black heel mark resistant floor finish. An exceptional choice for those who want the highest gloss and wear with the least amount of labor. Untouchable with SRT is nonscuffing, durable, and detergent resistant. It maintains its high gloss with minimal burnishing, saving labor costs. Excellent leveling and low odor make it easy to apply.~|~176.70~|~~|~Each~|~1~|~700427000200~|~~|~Cleaning Supplies > Floor Cleaning Supplies > Floor and Carpet Cleaning Chemicals > Floor Wax, Sealers and Finishes~|~https://www.restockit.com/products/betco-untouchable-floor-finish-with-srt-num-bet606b500~|~In stock~|~2026-04-20~|~~|~~|~459
Restockit~|~Dart~|~Dart~|~DCCC57PST1~|~DCCC57PST1~|~Dart ClearSeal Hinged-Lid Plastic Containers, 6 x 5 4/5 x 3, Clear, 500/Carton (DCCC57PST1)~|~Lock in freshness with ClearSeal. Specially designed perimeter seal maximizes product freshness and minimizes leaks. Bar-locks provide a snap-tight, secure closure. Easy-access gripper tabs simplify opening. Clear plastic makes it easy to see what's inside. Lightweight, crush-resistant and stackable.~|~74.43~|~~|~Case~|~500~|~041594509982~|~~|~Restaurant Supplies > Kitchen Supplies > Food Wrap, Bags and Takeout Containers > Plastic Food Containers~|~https://www.restockit.com/products/dart-clearseal-hinged-lid-plastic-containers-num-dccc57pst1~|~In stock~|~2026-04-20~|~~|~~|~200
Restockit~|~Scott~|~Scott~|~KCC13217~|~KCC13217~|~Scott Essential 100% Recycled Fiber SRB Bathroom Tissue, Septic Safe, 2-Ply, White, 473 Sheets/Roll, 80 Rolls/Carton (KCC13217)~|~More than ever, hygiene plays a significant role in employee, guest, and tenant comfort and satisfaction. Scott Essential provides reliable balance of efficiency, performance, and value. As a business owner, quality and cost-effectiveness are important in everything you purchase. With Scott Essential 100% Recycled Fiber Standard Roll Toilet Paper bulk toilet paper, you can get the quality and performance you count onand still stay within your budget. Superior quality at value prices means that Scott Essential is always a great choice. With a top restroom brand like Scott, its easy to bring the comforts of home to your workplace while providing the ultimate hygienic protection. If practicality and value are your top criteria for washroom products, you can trust the Scott Essential brand to deliver.~|~69.95~|~~|~Case~|~80~|~036000644609~|~~|~Cleaning Supplies > Paper Products and Dispensers > Toilet Paper > Regular Roll Toilet Paper~|~https://www.restockit.com/products/scott-essential-100-recycled-fiber-srb-bathroom-tissue-num-kcc13217~|~In stock~|~2026-04-20~|~~|~~|~3220
Restockit~|~WypAll~|~WypAll~|~41025KIM~|~41025KIM~|~WypAll Power Clean X80 Heavy Duty Cloths, Jumbo Roll, 12.4 x 12.2, White, 475/Roll (41025KIM)~|~Regardless of your task, industry or budget, our WypAll wipes, towels and cloths are designed to give you the durability, absorbency and versatility of a laundered cloth with the cost efficiency and hygiene of a disposable. Trust the WypAll* Brand, the one that sets the standard for excellence in wipers. WypAll Power Clean X80 Cloths feature innovations like high-tech HydroKnit fast-absorbing material and are durable for scrubbing. These contaminant-free commercial wipers are a favorite replacement for laundered shop towels, which can harbor dangerous chemicals, such as lead. WypAll* X80 Cloths are made of soft pulp fibers, bonded to a polypropylene base sheet for absorbency and durability, making them suitable for removing dirt, oil, grime and solvents in industrial and manufacturing businesses. The reusable cloths are reinforced for strength when wet and dry. Use them for heavy duty machine- and part-wiping, wiping metal shavings, prepping surfaces with solvents and cleaning rough s~|~89.17~|~~|~Box~|~475~|~036000410259~|~~|~Cleaning Supplies > Wipers~|~https://www.restockit.com/products/wypall-power-clean-x80-heavy-duty-cloths-num-41025kim~|~In stock~|~2026-04-20~|~~|~~|~466
Restockit~|~Boardwalk~|~Boardwalk~|~BWKK5000~|~BWKK5000~|~Boardwalk Premium Half-Fold Toilet Seat Covers, 14.17 x 16.73, White, 250 Covers/Sleeve, 20 Sleeves/Carton (BWKK5000)~|~Show your visitors you care with premium, half-fold toilet seat covers to fit popular seat cover dispensers. Protects guests from germs and bacteria in high-use facilities. White tissue paper that's easily removed from package. Smooth paper is comfortable and doesnt scratch the surface or person using it. Box has perforated opening for removing covers with or without a dispenser. Run out less often with 250 covers per sleeve.~|~71.38~|~~|~Carton~|~5000~|~749507992967~|~~|~Cleaning Supplies > Paper Products and Dispensers > Toilet Seat Covers and Dispensers > Toilet Seat Covers~|~https://www.restockit.com/products/boardwalk-premium-half-fold-toilet-seat-covers-num-bwkk5000~|~In stock~|~2026-04-20~|~~|~~|~2342
Restockit~|~Clorox~|~Clorox~|~COX30966CT~|~COX30966CT~|~Clorox Concentrated Germicidal Bleach, Regular, 121oz Bottle, 3/Carton (COX30966CT)~|~Show those germs who's boss with Clorox Germicidal CloroxPro Concentrated Bleach. Clorox Germicidal Bleach is EPA-registered to kill 39 organisms, including multiple strains of MRSA, norovirus, flu virus, E. Coli, listeria and Salmonella when used as directed on countertops, floors, toilets and more. This germ busting cleaning solution removes stains and kills mold and mildew. It can also be used in the laundry room to make whites whiter. Clorox Germicidal Bleach removes the toughest laundry stains from white clothes including red wine, grass, dirt and blood stains. It is safe to use in standard and high-efficiency washing machines. Ideal for use in busy healthcare environments, offices, schools and other commercial facilities. CloroxPro, where clean means everything. Packaging may vary.~|~31.10~|~~|~Carton~|~3~|~044600309668~|~~|~Cleaning Supplies > Laundry Products > Bleach~|~https://www.restockit.com/products/clorox-concentrated-germicidal-bleach-num-cox30966ct~|~In stock~|~2026-04-20~|~~|~~|~21191
Restockit~|~AJM~|~AJM~|~AJMPP9GREWH~|~AJMPP9GREWH~|~AJM Disposable 9" Paper Plates, White, 10 Bags of 100 Plates (AJMPP9GREWH)~|~When purchasing party paper plates, sometimes it can be nice to just get a perfectly plain plate with no frills. That way, the emphasis is placed squarely on the meal, such as the wonderfully appetizing looking slices of cake that you are serving, or the juicy hamburger which might be served up at a BBQ. If you're looking for simple, affordable wholesale paper plates like this, then the Green label 9" plates are for you. These party paper plates are completely unmarked, and are uncoated. This also makes them extremely affordable, and their already low retail price will be further lowered when you factor in the great ReStockIt.com wholesale discounts. These wholesale paper plates are 9" in diameter, which in most cases is the perfect size for serving up a meal, whether it is at a picnic or in a food court. In this particular carton of paper plates, for one low price you will receive ten bags of plates, with 100 plates in each bag. 9" diameter paper plates.~|~34.59~|~~|~Case~|~1000~|~076955691020~|~~|~Food and Breakroom Supplies > Cups, Plates, Bowls, Utensils and Napkins > Paper Plates~|~https://www.restockit.com/products/ajm-packaging-disposable-9-paper-plates-num-ajmpp9grewh~|~In stock~|~2026-04-20~|~~|~~|~2672
Restockit~|~Rubbermaid Commercial~|~Rubbermaid Commercial~|~RCP1011BLA~|~RCP1011BLA~|~Rubbermaid Commercial Structural Foam Tilt Truck, 151 gal, 600 lb Capacity, Plastic, Black (RCP1011BLA)~|~Molded tilt truck can be easily maneuvered by one person. Non-scuff casters won't mark floors. Bin is easy to clean; minimal maintenance. Fits effortlessly onto service elevators. Optional domed lid is available.~|~847.56~|~~|~Each~|~1~|~086876184181~|~~|~Industrial Supplies > Material Handling Supplies > Carts and Trucks > Tilt Carts and Trucks~|~https://www.restockit.com/products/rubbermaid-structural-foam-tilt-truck-num-rcp1011bla~|~Only 6 left. Order soon!~|~2026-04-20~|~~|~~|~6
Restockit~|~GEN~|~GEN~|~GEN202~|~GEN202~|~GEN Jumbo JRT Bath Tissue, Septic Safe, 2-Ply, White, 3 1/4" x 720 ft, 12 Rolls/Carton (GEN202)~|~Keep your restrooms fully stocked with high-quality, value-priced GEN tissue. Smooth and absorbent, it perfectly meets the needs of high-traffic public restrooms. Extra-large, jumbo-roll design helps reduce run-outs, minimizing the need for restocking. Fits all JRT jumbo-roll-tissue dispensers.~|~31.08~|~~|~Case~|~12~|~749507993506~|~~|~Cleaning Supplies > Paper Products and Dispensers > Toilet Paper > Jumbo Roll Toilet Paper~|~https://www.restockit.com/products/gen-jumbo-jrt-bath-tissue-num-gen202~|~In stock~|~2026-04-20~|~~|~~|~10709
Restockit~|~Sanitaire~|~Sanitaire~|~EURSC5713D~|~EURSC5713D~|~Sanitaire FORCE QuietClean Bagged Upright Vacuum, Sealed HEPA, 17 lb, 4.5 qt, Black (EURSC5713D)~|~The FORCE QuietClean upright provides an exceptional clean certified with the CRI Bronze Seal of Approval. Featuring a sealed HEPA system with included HEPA filter to capture 99.97% of particles for cleaner emissions. FORCE is LEED Qualified for daytime cleaning with a sound level of 69 dBA. Includes on-board tools and stretch hose for above-the-floor cleaning.~|~378.07~|~~|~Each~|~1~|~011120259414~|~~|~Cleaning Supplies > Floor Care & Cleaning Machines > Vacuums and Floor Sweepers > Upright Vacuums~|~https://www.restockit.com/products/electrolux-force-quietclean-bagged-upright-vacuum-num-eursc5713d~|~In stock~|~2026-04-20~|~~|~~|~50
Restockit~|~Betco~|~Betco~|~BET659B500~|~BET659B500~|~Betco Hard as Nails Floor Finish, 5 gal Bag-in-Box (BET659B500)~|~Betco Hard As Nails floor finish utilizes highly durable, internally cross-linked polymers blended to achieve a harder floor finish film. This unique chemistry results in a high-gloss, long-wearing finish that cures fast and hard, resists dirt embedment and scuffs. The perfect labor saving advantage for educational and retail facilities which have little or no time for floor burnishing.~|~149.66~|~~|~Each~|~1~|~700427009784~|~~|~Cleaning Supplies > Floor Cleaning Supplies > Floor and Carpet Cleaning Chemicals > Floor Wax, Sealers and Finishes~|~https://www.restockit.com/products/betco-hard-as-nails-floor-finish-num-bet659b500~|~In stock~|~2026-04-20~|~~|~~|~2259
Restockit~|~Georgia Pacific Professional~|~Georgia Pacific Professional~|~GPC168-80~|~GPC168-80~|~Georgia Pacific Professional Angel Soft ps Premium Bathroom Tissue, 450 Sheets/Roll, 80 Rolls/Carton (GPC168-80)~|~Angel Soft Professional Series offers a quality, branded toilet paper roll and matching boxed facial tissue at an affordable value. The package design blends in with a range of decors and, because the toilet paper roll has a generous sheet-count, it can help reduce the chance for run-outs and time spent changing rolls. A solid choice for Class B and C offices, medical offices and any business that wants the image-lift of a branded product at an affordable value. GP PRO is a division of Georgia-Pacific Consumer Products. We deliver well-designed, durable and easy-to-maintain professional solutions to meet the hand-washing and cleaning needs for a range of business applications. Tissue Type: Toilet; Number of Plies: 2; Number of Sheets: 450 per roll; Length: 4 1/20".~|~121.87~|~~|~Case~|~80~|~~|~~|~Cleaning Supplies > Paper Products and Dispensers > Toilet Paper > Regular Roll Toilet Paper~|~https://www.restockit.com/products/angel-soft-angel-soft-ps-premium-bathroom-tissue-num-gpc168-80~|~In stock~|~2026-04-20~|~~|~~|~3727
Restockit~|~U Brands~|~U Brands~|~UBR2891U0001~|~UBR2891U0001~|~U Brands Magnetic Dry Erase Board with Aluminum Frame, 96 x 48, White Surface, Silver Frame (UBR2891U0001)~|~This silver aluminum frame magnetic dry erase board is a perfect and functional solution for the frequent usage areas of your office, school classroom, home or any commercial space. Although all dry erase markers work well with this board, the U Brands dry erase markers provide the ultimate writing and erasability experience. The board's magnetic painted steel writing surface will require minimal ongoing cleaning care to ensure the best performance and resist ink staining and ghosting. Simply use any dry erase board spray or wet dry erase board wipes after continuous use to clean the writing surface. The board's magnetic writing surface functions as a bulletin board as well; simply use any board magnets to pin all of your notes, messages, pictures, memos, calendars, menus, reminders and more. You may also attach all U Brands magnetic board markers and accessories (sold separately) to the board surface without using the marker tray. Strong and thick insulation underneath the dry erase s~|~394.03~|~~|~Each~|~1~|~817894028917~|~~|~Office Supplies > Presentation Supplies and Boards > Dry Erase Boards~|~https://www.restockit.com/products/u-brands-magnetic-dry-erase-board-with-aluminum-frame-num-ubr2891u0001~|~Only 34 left. Order soon!~|~2026-04-20~|~~|~~|~34
Restockit~|~InteplastPitt~|~InteplastPitt~|~IBSS243308K~|~IBSS243308K~|~InteplastPitt High-Density Commercial Can Liners, 16 gal, 8 microns, 24" x 33", Black, 1,000/Carton (IBSS243308K)~|~Made from high-quality virgin resins for reliability and consistency. Star-sealed bottom distributes weight evenly and creates a seal up to eight times stronger than the film itself. Innovative "clamshell" box with E-Z identification eliminates confusion. ISO registered facilities ensure superior quality and consistency.~|~47.26~|~~|~Case~|~1000~|~762935900809~|~~|~Cleaning Supplies > Can Liners and Trash Cans > Can Liners > Commercial Can Liners~|~https://www.restockit.com/products/inteplastpitt-high-density-commercial-can-liners-num-ibss243308k~|~In stock~|~2026-04-20~|~~|~~|~116
Restockit~|~Clorox~|~Clorox~|~CLO31428~|~CLO31428~|~Clorox Clorox Commercial Solutions Disinfecting Wipes, Wipe, Fresh Scent, 7" x 7" Length, 700/Pack, White (CLO31428)~|~Clean and disinfect multiple surfaces in one easy step. These sanitizing wipes power through grease, soap scum and grime and kill germs that can live on surfaces for up to 48 hours. Each cleaning wipe can effectively kill common bacteria, including staph, salmonella, strep, MRSA, E. coli and the cold and flu viruses, and influenza A2 virus, in as little as 30 seconds. They also remove allergens like cat and dog dander, dust mite debris and pollen. These antibacterial wipes are easy to use and work great on a variety of hard, non-porous surfaces including finished hardwood, stainless steel, mirrors and glass. Ideal for use in schools, restaurants, offices and other commercial facilities.~|~89.23~|~~|~Case~|~2~|~044600314280~|~~|~Cleaning Supplies > Cleaning Chemicals > Disinfecting and Sanitizing Wipes~|~https://www.restockit.com/products/clorox-clorox-commercial-solutions-disinfecting-wipes-wipe-fresh-scent-7-x-7-num-clo31428ea~|~In stock~|~2026-04-20~|~~|~~|~2180
Restockit~|~Kleenex~|~Kleenex~|~KIM13253~|~KIM13253~|~Kleenex Premiere Folded Towels, 1-Ply, 7.8 x 12.4, White, 120/Pack, 25 Packs/Carton (KIM13253)~|~Make wasted paper towels a thing of the past with premium Kleenex Scottfold Paper Towels. Their unique fold is designed for true one-at-a-time dispensing, every time. They reduce tabbing, tearing and multiple dispensing, which results in less waste always good for your business bottom line. Plus, they unfold as they dispense, so your guests will know theyre big enough to get the drying job done with just one commercial paper towel. Kleenex Scottfold Paper Towels feature superior Absorbency Pockets with fast-drying ridges for excellent absorbency and performance. These smartly designed paper towels fit with most universal folded towel dispensers. They are an excellent value, with a guarantee to be cost neutral (versus C-fold towels). Kleenex Scottfold towels are a smart, first-class choice for your business!~|~81.74~|~~|~Case~|~3000~|~~|~~|~Cleaning Supplies > Paper Products and Dispensers > Paper Towels > C-Fold Paper Towels~|~https://www.restockit.com/products/kleenex-premiere-folded-towels-num-kim13253~|~In stock~|~2026-04-20~|~~|~~|~384
Restockit~|~Boardwalk~|~Boardwalk~|~BWKPLTHIPS10BL3~|~BWKPLTHIPS10BL3~|~Boardwalk Hi-Impact Plastic Dinnerware, Plate, 3-Compartment, 10" dia, Black, 125/Sleeve, 4 Sleeves/Carton (BWKPLTHIPS10BL3)~|~When you want something sturdy and supportive to serve food, look no further than practical, plastic dinnerware items. The high-impact plastic is durable, non-absorbent, leakproof, and soak-proof. Nice rim for gripping from the serving area to table. Tough enough to handle any cuisine with deep proportions and textured eating surface that helps prevent spills. Great for events, cafeterias, casual restaurants, offices, and outdoor gatherings.~|~92.57~|~~|~Case~|~500~|~749507978008~|~~|~Food and Breakroom Supplies > Cups, Plates, Bowls, Utensils and Napkins > Plastic Plates~|~https://www.restockit.com/products/boardwalk-hi-impact-plastic-dinnerware-num-bwkplthips10bl3~|~Out of stock~|~2026-04-20~|~~|~~|~0
Restockit~|~Boardwalk~|~Boardwalk~|~BWK16GREEN~|~BWK16GREEN~|~Boardwalk Green Universal Roll Towels, 1-Ply, 8" x 800 ft, Natural, 6 Rolls/Carton (BWK16GREEN)~|~Dependable, absorbent, thick, and strong towels for hand drying and general cleaning. Hardwound, non-perforated rolls. Embossed design for added absorbency. Made of recycled materials. Dispensers sold separately. The economical and reliable choice for high-traffic restrooms in industrial settings, offices, schools, retail, and restaurant spaces. Drying with paper towels is safer than air dryers, which can redistribute even more germs on hands. Keep hands clean and dry by only touching the towel thats taken. Dispensers sold separately.~|~34.72~|~~|~Case~|~6~|~749507993629~|~~|~Cleaning Supplies > Paper Products and Dispensers > Paper Towels > Hardwound Paper Towels~|~https://www.restockit.com/products/boardwalk-boardwalk-green-universal-roll-towels-num-bwk16green~|~In stock~|~2026-04-20~|~~|~~|~3227
Restockit~|~Rubbermaid Commercial~|~Rubbermaid Commercial~|~640-1304-BLA~|~640-1304-BLA~|~Rubbermaid Commercial Rotomolded Tilt Truck, 202 gal, 450 lb Capacity, Plastic, Black (640-1304-BLA)~|~Rubbermaid Commercial Rotomolded Tilt Truck features industrial-strength construction and several use-convenience features to transport the heaviest loads easily and reliably. Constant force fulcrum design allows for controlled dumping by one person, and the DuraTilt steel frame allows the truck to stay stable while in the tilted position, making both the dumping and cleaning process easier than it would be with traditional metal frames. Seamless, one-piece molded-plastic body won't rust, dent, pit, chip or peel, making it a snap to clean and maintain. Center-mount, 5-inch swivel-back casters and inset, 12-inch blow-molded polypropylene wheels ensure easy maneuvering down hallways, through doorways and onto elevators, while they and the steel frame remain fully set back from the truck's body to minimize the potential for damaging walls, corners and anything or anyone that might be in the vicinity. Optional domed lids sold separately.~|~669.97~|~~|~Each~|~1~|~086876183702~|~~|~Industrial Supplies > Material Handling Supplies > Carts and Trucks > Tilt Carts and Trucks~|~https://www.restockit.com/products/rubbermaid-rotomolded-tilt-truck-num-640-1304-bla~|~Only 33 left. Order soon!~|~2026-04-20~|~~|~~|~33
Restockit~|~GEN~|~GEN~|~GEN203~|~GEN203~|~GEN Centerpull Towels, 2-Ply, White, 600 Roll, 6 Rolls/Carton (GEN203)~|~Ideal for cleaning and wiping in foodservice, healthcare, laboratory and clinic settings. Convenient dispensing. For everyday cleaning and wiping tasks.~|~38.72~|~~|~Roll~|~6~|~749507993490~|~~|~Cleaning Supplies > Paper Products and Dispensers > Paper Towels > Centerpull Paper Towels~|~https://www.restockit.com/products/gen-centerpull-towels-num-gen203~|~In stock~|~2026-04-20~|~~|~~|~801
Restockit~|~Sanitaire~|~Sanitaire~|~EURSC679K~|~EURSC679K~|~Sanitaire TRADITION Upright Vacuum with Shake-Out Bag, 12 lb, Gray/Red (EURSC679K)~|~Improve your cost of ownership with this TRADITION upright with shake out bag. Built to be lightweight yet durable and to meet the demands of commercial cleaning. Increase productivity with less downtime with a large capacity 18-qt. shake out bag and 30-foot cord.~|~207.59~|~~|~Each~|~1~|~011120258349~|~~|~Cleaning Supplies > Floor Care & Cleaning Machines > Vacuums and Floor Sweepers > Upright Vacuums~|~https://www.restockit.com/products/electrolux-tradition-upright-vacuum-with-shake-out-bag-num-eursc679k~|~In stock~|~2026-04-20~|~~|~~|~328
Restockit~|~Bostitch~|~Bostitch~|~BOSEPS4BLUE~|~BOSEPS4BLUE~|~Bostitch Personal Electric Pencil Sharpener, AC-Powered, 4.25" x 8.4" x 4", Blue (BOSEPS4BLUE)~|~Powerful personal sharpening. HHC hardened steel cutter technology delivers a 4x longer life while the motor operates stall-free with normal home use. High-capacity shavings tray is easy-to-clean; and when removed, the internal safety switch prevents operation.~|~26.84~|~~|~Each~|~1~|~077914045489~|~~|~Office Supplies > Pens, Writing and Correction > Pencils and Lead Refills > Pencil Sharpeners~|~https://www.restockit.com/products/stanley-bostitch-personal-electric-pencil-sharpener-num-boseps4blue~|~In stock~|~2026-04-20~|~~|~~|~877
