"unique_id"|"competitor_name"|"store_name"|"store_addressline1"|"store_addressline2"|"store_suburb"|"store_state"|"store_postcode"|"store_addressid"|"extraction_date"|"product_name"|"brand"|"brand_type"|"grammage_quantity"|"grammage_unit"|"drained_weight"|"producthierarchy_level1"|"producthierarchy_level2"|"producthierarchy_level3"|"producthierarchy_level4"|"producthierarchy_level5"|"producthierarchy_level6"|"producthierarchy_level7"|"regular_price"|"selling_price"|"price_was"|"promotion_price"|"promotion_valid_from"|"promotion_valid_upto"|"promotion_type"|"percentage_discount"|"promotion_description"|"package_sizeof_sellingprice"|"per_unit_sizedescription"|"price_valid_from"|"price_per_unit"|"multi_buy_item_count"|"multi_buy_items_price_total"|"currency"|"breadcrumb"|"pdp_url"|"variants"|"product_description"|"instructions"|"storage_instructions"|"preparationinstructions"|"instructionforuse"|"country_of_origin"|"allergens"|"age_of_the_product"|"age_recommendations"|"flavour"|"nutritions"|"nutritional_information"|"vitamins"|"labelling"|"grade"|"region"|"packaging"|"receipies"|"processed_food"|"barcode"|"frozen"|"chilled"|"organictype"|"cooking_part"|"handmade"|"max_heating_temperature"|"special_information"|"label_information"|"dimensions"|"special_nutrition_purpose"|"feeding_recommendation"|"warranty"|"color"|"model_number"|"material"|"usp"|"dosage_recommendation"|"tasting_note"|"food_preservation"|"size"|"rating"|"review"|"file_name_1"|"image_url_1"|"file_name_2"|"image_url_2"|"file_name_3"|"image_url_3"|"file_name_4"|"image_url_4"|"file_name_5"|"image_url_5"|"file_name_6"|"image_url_6"|"competitor_product_key"|"fit_guide"|"occasion"|"material_composition"|"style"|"care_instructions"|"heel_type"|"heel_height"|"upc"|"features"|"dietary_lifestyle"|"manufacturer_address"|"importer_address"|"distributor_address"|"vinification_details"|"recycling_information"|"return_address"|"alchol_by_volume"|"beer_deg"|"netcontent"|"netweight"|"site_shown_uom"|"ingredients"|"random_weight_flag"|"instock"|"promo_limit"|"product_unique_key"|"multibuy_items_pricesingle"|"perfect_match"|"servings_per_pack"|"warning"|"suitable_for"|"standard_drinks"|"environmental"|"grape_variety"|"retail_limit"
"4463-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Coca-Cola zero"|"COCA-COLA"|""|"2"|"l"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COCA-COLA ZERO"|""|"2.75"|"2.75"|""|""|""|""|""|""|""|""|""|""|"1.38"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COCA-COLA ZERO"|"https://www.aldi.be/nl/p/artikel-4463-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"bruisende frisdrank met plantenextracten, zonder suiker, met zoetstoffen"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/4463/1/0/_jcr_content/assets/imported-images/BILD_INTERNET3/4463_coca-cola_zero_pet_25-lv1.png/_jcr_content/renditions/opt.1250w.png.res/1749080243482/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2 l"|""|""|""|""|"4463-1-0P"|""|""|""|""|""|""|""|""|""
"6057-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Coca-Cola zero"|"COCA-COLA"|""|"1"|"l"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COCA-COLA ZERO"|""|"1.79"|"1.79"|""|""|""|""|""|""|""|""|""|""|"1.79"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COCA-COLA ZERO"|"https://www.aldi.be/nl/p/artikel-6057-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"bruisende frisdrank met plantenextracten, zonder suiker, met zoetstoffen"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/6057/1/0/_jcr_content/assets/imported-images/BILD_INTERNET5/6057-coca-cola-zero-25-lv2.png/_jcr_content/renditions/opt.1250w.png.res/1766191016976/opt.1250w.png"|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/6057/1/0/_jcr_content/assets/imported-images/BILD_INTERNET6/6057-coca-cola-zero-25-lv1.png/_jcr_content/renditions/opt.1250w.png.res/1766191024731/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1 l"|""|""|""|""|"6057-1-0P"|""|""|""|""|""|""|""|""|""
"3005714-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Coca-Cola zero, 6 st."|"COCA-COLA"|""|"6 x 37.5"|"cl"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COCA-COLA ZERO, 6 ST."|""|"5.99"|"5.99"|""|""|""|""|""|""|""|""|""|""|"2.66"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COCA-COLA ZERO, 6 ST."|"https://www.aldi.be/nl/p/artikel-3005714-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"frisdrank met plantenextracten, zonder suiker, met zoetstoffen"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/3005714/1/0/_jcr_content/assets/imported-images/BILD_INTERNET6/3005714_coca-cola_zero_pet_25lv1.png/_jcr_content/renditions/opt.1250w.png.res/1749080194872/opt.1250w.png"|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/3005714/1/0/_jcr_content/assets/imported-images/BILD_INTERNET5/3005714_coca-cola_zero_pet_25lv2.png/_jcr_content/renditions/opt.1250w.png.res/1749080189244/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"6 x 37.5 cl"|""|""|""|""|"3005714-1-0P"|""|""|""|""|""|""|""|""|""
"4091-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Coca-Cola zero, 8-pack"|"COCA-COLA"|""|"8 x 25"|"cl"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COCA-COLA ZERO, 8-PACK"|""|"4.99"|"4.99"|""|""|""|""|""|""|""|""|""|""|"2.50"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COCA-COLA ZERO, 8-PACK"|"https://www.aldi.be/nl/p/artikel-4091-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"frisdrank met plantenextracten, zonder suiker, met zoetstoffen"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/4091/1/0/_jcr_content/assets/imported-images/BILD_INTERNET4/4091-coca-cola-zero_25-lv1.png/_jcr_content/renditions/opt.1250w.png.res/1749080216516/opt.1250w.png"|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/4091/1/0/_jcr_content/assets/imported-images/BILD_INTERNET3/4091-coca-cola-zero_25-lv2.png/_jcr_content/renditions/opt.1250w.png.res/1749080199851/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"8 x 25 cl"|""|""|""|""|"4091-1-0P"|""|""|""|""|""|""|""|""|""
"324-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Cola"|"RIVER"|""|"1.5"|"l"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COLA"|""|"0.57"|"0.57"|""|""|""|""|""|""|""|""|""|""|"0.38"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COLA"|"https://www.aldi.be/nl/p/artikel-324-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"frisdrank met plantenextracten, bevat cafeïne"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/324/1/0/_jcr_content/assets/imported-images/BILD_INTERNET12/0324_river_cola_24-1.png/_jcr_content/renditions/opt.1250w.png.res/1707525410117/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.5 l"|""|""|""|""|"324-1-0P"|""|""|""|""|""|""|""|""|""
"7749-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Cola, 12 st."|"RIVER"|""|"12 x 15"|"cl"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COLA, 12 ST."|""|"3.99"|"3.99"|""|""|""|""|""|""|""|""|""|""|"2.22"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COLA, 12 ST."|"https://www.aldi.be/nl/p/artikel-7749-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"in handige blikjes van 15 cl"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/7749/1/0/_jcr_content/assets/imported-images/BILD_INTERNET17/7749_river_cola_regular_12x15cl_23-1.png/_jcr_content/renditions/opt.1250w.png.res/1712187416105/opt.1250w.png"|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/7749/1/0/_jcr_content/assets/imported-images/BILD_INTERNET16/7749_river_cola_regular_12x15cl_23-2.png/_jcr_content/renditions/opt.1250w.png.res/1712187416303/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"12 x 15 cl"|""|""|""|""|"7749-1-0P"|""|""|""|""|""|""|""|""|""
"376-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Cola, 9 st."|"RIVER"|""|"9 x 50"|"cl"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COLA, 9 ST."|""|"2.25"|"2.25"|""|""|""|""|""|""|""|""|""|""|"0.50"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COLA, 9 ST."|"https://www.aldi.be/nl/p/artikel-376-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"frisdrank met plantenextracten, bevat cafeïne"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/376/1/0/_jcr_content/assets/imported-images/BILD_INTERNET3/0376_cola_9x50cl_24-1.png/_jcr_content/renditions/opt.1250w.png.res/1732198994083/opt.1250w.png"|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/376/1/0/_jcr_content/assets/imported-images/BILD_INTERNET2/0376_cola_9x50cl_24-2.png/_jcr_content/renditions/opt.1250w.png.res/1732198988630/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"9 x 50 cl"|""|""|""|""|"376-1-0P"|""|""|""|""|""|""|""|""|""
"3013191-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Cola cherry"|"RIVER"|""|"8 x 25"|"cl"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COLA CHERRY"|""|"3.29"|"3.29"|""|""|""|""|""|""|""|""|""|""|"1.65"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COLA CHERRY"|"https://www.aldi.be/nl/p/artikel-3013191-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"frisdrank met plantenextracten, kersensmaak, bevat cafeïne"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/3013191/1/0/_jcr_content/assets/imported-images/BILD_INTERNET4/3013191_cola_cherry_26-1.png/_jcr_content/renditions/opt.1250w.png.res/1772498191883/opt.1250w.png"|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/3013191/1/0/_jcr_content/assets/imported-images/BILD_INTERNET1/3013191_cola_cherry_26-2.png/_jcr_content/renditions/opt.1250w.png.res/1772498186657/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"8 x 25 cl"|""|""|""|""|"3013191-1-0P"|""|""|""|""|""|""|""|""|""
"326-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Cola light"|"RIVER"|""|"1.5"|"l"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COLA LIGHT"|""|"0.64"|"0.64"|""|""|""|""|""|""|""|""|""|""|"0.43"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COLA LIGHT"|"https://www.aldi.be/nl/p/artikel-326-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"frisdrank met plantenextracten, zonder suiker, bevat cafeïne"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/326/1/0/_jcr_content/assets/imported-images/BILD_INTERNET4/0326_river_cola_light_24-1.png/_jcr_content/renditions/opt.1250w.png.res/1708590099646/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.5 l"|""|""|""|""|"326-1-0P"|""|""|""|""|""|""|""|""|""
"3597-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Cola regular, 8 st."|"RIVER"|""|"8 x 25"|"cl"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COLA REGULAR, 8 ST."|""|"2.09"|"2.09"|""|""|""|""|""|""|""|""|""|""|"1.05"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COLA REGULAR, 8 ST."|"https://www.aldi.be/nl/p/artikel-3597-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"frisdrank met plantenextracten, bevat cafeïne"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/3597/1/0/_jcr_content/assets/imported-images/BILD_INTERNET17/3597_river_cola_23-1.png/_jcr_content/renditions/opt.1250w.png.res/1702946202391/opt.1250w.png"|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/3597/1/0/_jcr_content/assets/imported-images/BILD_INTERNET18/3597_river_cola_23-2.png/_jcr_content/renditions/opt.1250w.png.res/1702946197554/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"8 x 25 cl"|""|""|""|""|"3597-1-0P"|""|""|""|""|""|""|""|""|""
"934-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Cola zero"|"RIVER"|""|"1.5"|"l"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COLA ZERO"|""|"0.62"|"0.57"|"0.62"|""|""|""|""|""|""|""|""|""|"0.38"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COLA ZERO"|"https://www.aldi.be/nl/p/artikel-934-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"frisdrank met plantenextracten, suikervrij, bevat cafeïne"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/934/1/0/_jcr_content/assets/imported-images/BILD_INTERNET8/0934_river_cola_zero_24-1.png/_jcr_content/renditions/opt.1250w.png.res/1712187419878/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1.5 l"|""|""|""|""|"934-1-0P"|""|""|""|""|""|""|""|""|""
"4020-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Cola zero, 12 st."|"RIVER"|""|"12 x 15"|"cl"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COLA ZERO, 12 ST."|""|"3.99"|"3.99"|""|""|""|""|""|""|""|""|""|""|"2.22"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COLA ZERO, 12 ST."|"https://www.aldi.be/nl/p/artikel-4020-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"in handige blikjes van 15 cl"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/4020/1/0/_jcr_content/assets/imported-images/BILD_INTERNET10/4020_river_cola_zero_12x15cl_23-1.png/_jcr_content/renditions/opt.1250w.png.res/1702687013887/opt.1250w.png"|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/4020/1/0/_jcr_content/assets/imported-images/BILD_INTERNET11/4020_river_cola_zero_12x15cl_23-2.png/_jcr_content/renditions/opt.1250w.png.res/1702687013275/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"12 x 15 cl"|""|""|""|""|"4020-1-0P"|""|""|""|""|""|""|""|""|""
"3788-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Cola zero, 8 st."|"RIVER"|""|"8 x 25"|"cl"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COLA ZERO, 8 ST."|""|"1.99"|"1.99"|""|""|""|""|""|""|""|""|""|""|"1.00"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COLA ZERO, 8 ST."|"https://www.aldi.be/nl/p/artikel-3788-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"frisdrank met plantenextracten, zonder suiker, met zoetstoffen, bevat cafeïne"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/3788/1/0/_jcr_content/assets/imported-images/BILD_INTERNET4/3788_cola_zero_8x25cl_24-1.png/_jcr_content/renditions/opt.1250w.png.res/1706920607325/opt.1250w.png"|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/3788/1/0/_jcr_content/assets/imported-images/BILD_INTERNET9/3788_cola_zero_8x25cl_24-2.png/_jcr_content/renditions/opt.1250w.png.res/1706920603108/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"8 x 25 cl"|""|""|""|""|"3788-1-0P"|""|""|""|""|""|""|""|""|""
"3008186-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Cola zero, 9 st."|"RIVER"|""|"9 x 50"|"cl"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"COLA ZERO, 9 ST."|""|"2.25"|"2.25"|""|""|""|""|""|""|""|""|""|""|"0.50"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > COLA ZERO, 9 ST."|"https://www.aldi.be/nl/p/artikel-3008186-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"frisdrank met plantenextracten, suikervrij, bevat cafeïne"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/3008186/1/0/_jcr_content/assets/imported-images/BILD_INTERNET10/3008186_river_cola_zero_9x50cl_24-1b.png/_jcr_content/renditions/opt.1250w.png.res/1721432298396/opt.1250w.png"|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/3008186/1/0/_jcr_content/assets/imported-images/BILD_INTERNET7/3008186_river_cola_zero_9x50cl_24-2b.png/_jcr_content/renditions/opt.1250w.png.res/1721432292002/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"9 x 50 cl"|""|""|""|""|"3008186-1-0P"|""|""|""|""|""|""|""|""|""
"9734-1-0"|"aldi"|""|""|""|""|""|""|""|"2026-03-23"|"Fanta, 8 st."|"FANTA"|""|"8 x 25"|"cl"|""|"STARTPAGINA"|"PRODUCTEN"|"ASSORTIMENT"|"ALCOHOLVRIJE DRANKEN"|"LIMONADES"|"FANTA, 8 ST."|""|"4.89"|"4.89"|""|""|""|""|""|""|""|""|""|""|"2.45"|""|""|"EUR"|"STARTPAGINA > PRODUCTEN > ASSORTIMENT > ALCOHOLVRIJE DRANKEN > LIMONADES > FANTA, 8 ST."|"https://www.aldi.be/nl/p/artikel-9734-1-0.article.html#/nl/producten/assortiment/alcoholvrije-dranken/limonades"|""|"limonade met plantenextracten"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/9734/1/0/_jcr_content/assets/imported-images/BILD_INTERNET9/9734_fanta_24-1b.png/_jcr_content/renditions/opt.1250w.png.res/1764290199551/opt.1250w.png"|""|"https://www.aldi.be/content/aldi/belgium/promotions/source-localenhancement/2019/2019-01/2019-01-02/vast_assortiment/9734/1/0/_jcr_content/assets/imported-images/BILD_INTERNET10/9734_fanta_24-2b.png/_jcr_content/renditions/opt.1250w.png.res/1764290194129/opt.1250w.png"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"8 x 25 cl"|""|""|""|""|"9734-1-0P"|""|""|""|""|""|""|""|""|""
